"SPECIES","SITE","ID","SEX","TREAT","REL_DATE","COND_0","CAPTIME_0","BEH_0","FWL","MEL_GRP","FDS","FT","FT6","FM2","FM6","FB","DS","HB","PV","AV","DV","FV","NOTEBOOK","NRECAP","RECAP_DATE"
"Pontia_occidentalis","Corfu_WA",37,"F","NatVar","6/21/89",3,1010,"F",2.562,2,0.371,0.091,0.224,0.549,0.171,0.63,0.431,0.739,0.727,0.487,0.358,0.558,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",34,"M","NatVar","6/21/89",1,958,"F",2.499,1,0.257,0.101,0.171,0.372,0.173,0.882,0.486,0.707,0.283,0.28,0.205,0.494,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",33,"F","NatVar","6/21/89",3,953,"F",2.33,2,0.202,0.067,0.128,0.396,0.173,0.792,-0.012,0.699,0.452,0.333,0.28,0.306,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",233,"M","NatVar","6/21/89",4,1230,"F",2.556,1,0.344,0.077,0.243,0.369,0.151,0.766,0.263,0.736,0.549,0.329,0.261,0.516,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",45,"M","NatVar","6/21/89",2,1052,"F",2.497,2,0.289,0.083,0.139,0.379,0.105,0.823,0.308,0.61,0.595,0.372,0.456,0.638,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",43,"M","NatVar","6/21/89",3,1044,"F",2.622,3,0.271,0.09,0.249,0.33,0.13,0.783,0.018,0.655,0.706,0.342,0.546,0.609,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",51,"F","NatVar","6/21/89",2,1135,"O",2.74,2,0.422,0.2,0.273,0.396,0.289,0.875,0.623,0.802,0.723,0.642,0.765,0.794,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",57,"F","NatVar","6/21/89",1,1207,"F",2.518,3,0.278,0.075,0.171,0.463,0.136,0.76,0.299,0.639,0.641,0.537,0.615,0.548,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",232,"M","NatVar","6/21/89",2,1226,"F",2.514,2,0.215,0.16,0.213,0.468,0.158,0.587,-0.052,0.621,0.629,0.485,0.435,0.601,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",231,"F","NatVar","6/21/89",2,1217,"O",2.661,1,0.595,0.186,0.319,0.436,0.277,0.905,0.768,0.942,0.678,0.653,0.569,0.735,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",31,"M","NatVar","6/21/89",1,933,"B",2.45,2,0.271,0.081,0.192,0.416,0.177,0.724,0.108,0.603,0.585,0.527,0.222,0.471,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",60,"M","NatVar","6/21/89",1,1215,"F",2.472,3,0.253,0.165,0.276,0.572,0.233,0.714,0.041,0.374,0.771,0.548,0.671,0.705,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",59,"M","NatVar","6/21/89",2,1212,"F",2.583,2,0.295,0.105,0.254,0.46,0.152,0.827,0.088,0.563,0.658,0.534,0.587,0.671,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",58,"M","NatVar","6/21/89",3,1210,"F",2.351,1,0.262,0.085,0.085,0.416,0.095,0.591,-0.157,0.431,0.478,0.411,0.23,0.522,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",298,"M","NatVar","6/21/89",1,1245,"F",2.594,2,0.281,0.091,0.257,0.419,0.202,0.616,0.212,0.743,0.538,0.303,0.421,0.522,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",295,"F","NatVar","6/21/89",2,1230,"O",2.847,3,0.543,0.105,0.259,0.409,0.269,0.703,0.281,0.791,0.785,0.593,0.749,0.813,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",293,"M","NatVar","6/21/89",1,1227,"F",2.624,1,0.286,0.105,0.145,0.272,0.091,0.638,-0.06,0.709,0.595,0.428,0.369,0.484,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",301,"M","NatVar","6/21/89",1,1255,"F",2.476,3,0.277,0.091,0.152,0.411,0.12,0.779,0.301,0.679,0.776,0.587,0.629,0.556,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",292,"M","NatVar","6/21/89",1,1225,"F",2.51,1,0.198,0.077,0.209,0.345,0.119,0.804,0.108,0.624,0.321,0.249,0.117,0.443,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",294,"M","NatVar","6/21/89",1,1229,"N",2.459,2,0.215,0.083,0.281,0.406,0.119,0.827,0.494,0.789,0.562,0.423,0.377,0.587,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",302,"F","NatVar","6/21/89",1,1258,"N",2.596,1,0.394,0.091,0.264,0.565,0.278,0.909,0.398,0.783,0.673,0.523,0.686,0.687,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",296,"M","NatVar","6/21/89",2,1234,"MC",2.685,2,0.274,0.091,0.207,0.371,0.086,0.632,0.322,0,0.534,0.452,0.448,0.577,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",291,"M","NatVar","6/21/89",1,1222,"N",2.635,1,0.227,0.111,0.229,0.412,0.136,0.755,0.282,0.723,0.537,0.444,0.302,0.478,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",104,"F","NatVar","6/21/89",2,1127,"O",2.291,1,0.306,0.074,0.211,0.404,0.228,0.606,0.435,0.659,0.545,0.357,0.455,0.608,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",119,"F","NatVar","6/21/89",1,1204,"E",2.86,2,0.474,0.159,0.424,0.45,0.245,0.988,0.514,0.805,0.663,0.52,0.753,0.801,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",300,"M","NatVar","6/21/89",1,1548,"F",2.296,2,0.273,0.096,0.112,0.254,0.089,0.675,-0.043,0.311,0.404,0.285,0.213,0.29,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",116,"M","NatVar","6/21/89",1,1151,"F",2.204,2,0.177,0.081,0.177,0.36,0.177,0.44,0,0.556,0.545,0.388,0.384,0.44,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",93,"M","NatVar","6/21/89",2,1056,"F",2.405,3,0.272,0.07,0.199,0.484,0.199,0.777,0.376,0.67,0.662,0.512,0.518,0.657,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",110,"F","NatVar","6/21/89",2,1138,"R",2.439,2,0.232,0.076,0.21,0.398,0.268,0.741,0.231,0.711,0.551,0.564,0.43,0.472,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",98,"M","NatVar","6/21/89",1,1109,"F",2.459,2,0.235,0.084,0.239,0.363,0.152,0.553,0.134,0.584,0.446,0.178,0.329,0.364,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",96,"M","NatVar","6/21/89",2,1105,"F",2.439,2,0.217,0.074,0.19,0.318,0.117,0.789,0.154,0.634,0.563,0.357,0.296,0.469,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",117,"F","NatVar","6/21/89",3,1153,"N",2.615,2,0.494,0.101,0.316,0.449,0.384,0.781,0.764,0.946,0.518,0.552,0.514,0.616,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",99,"M","NatVar","6/21/89",1,1111,"F",2.722,2,0.247,0.082,0.213,0.426,0.142,0.93,-0.368,0.429,0.485,0.312,0.188,0.385,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",100,"M","NatVar","6/21/89",2,1113,"F",2.618,3,0.247,0.078,0.16,0.479,0.194,0.628,-0.159,0.556,0.622,0.379,0.453,0.511,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",95,"M","NatVar","6/21/89",1,1103,"F",2.421,2,0.256,0.074,0.119,0.466,0.167,0.642,0.106,0.655,0.488,0.342,0.351,0.454,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",107,"M","NatVar","6/21/89",2,1133,"F",2.38,2,0.279,0.066,0.252,0.276,0.08,0.702,0.052,0.631,0.656,0.423,0.562,0.505,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",118,"F","NatVar","6/21/89",1,1156,"N",2.428,2,0.342,0.078,0.255,0.334,0.15,0.469,-0.185,0.46,0.539,0.404,0.398,0.474,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",115,"M","NatVar","6/21/89",2,1148,"C",2.402,3,0.226,0.086,0.177,0.385,0.135,0.232,-0.326,0.473,0.603,0.498,0.514,0.596,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",92,"M","NatVar","6/21/89",3,1054,"F",2.514,2,0.259,0.084,0.259,0.328,0.226,0.567,0.216,0.696,0.599,0.367,0.465,0.544,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",109,"M","NatVar","6/21/89",1,1137,"F",2.334,2,0.29,0.058,0.246,0.331,0.183,0.892,-0.285,0.676,0.584,0.416,0.328,0.497,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",106,"M","NatVar","6/21/89",1,1131,"F",2.411,2,0.218,0.205,0.242,0.439,0.229,0.814,0.04,0.658,0.528,0.385,0.355,0.487,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",108,"M","NatVar","6/21/89",1,1134,"F",2.251,2,0.25,0.177,0.188,0.367,0.121,0.612,0.323,0.724,0.803,0.496,0.684,0.614,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",120,"F","NatVar","6/21/89",2,1206,"F",2.329,1,0.293,0.197,0.166,0.451,0.201,0.697,0.186,0.62,0.612,0.338,0.572,0.728,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",114,"M","NatVar","6/21/89",1,1147,"F",2.378,3,0.242,0.172,0.223,0.414,0.141,0.863,0.147,0.609,0.692,0.4,0.565,0.402,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",297,"M","NatVar","6/21/89",2,1242,"F",2.428,2,0.162,0.185,0.185,0.447,0.142,0.769,0.304,0.716,0.613,0.41,0.413,0.492,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",97,"M","NatVar","6/21/89",2,1107,"F",2.551,2,0.225,0.188,0.182,0.427,0.141,0.524,0.052,0.465,0.657,0.462,0.47,0.597,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",101,"F","NatVar","6/21/89",2,1117,"O",2.511,3,0.529,0.259,0.262,0.464,0.271,0.762,0.528,0.748,0.683,0.625,0.602,0.677,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",94,"F","NatVar","6/21/89",2,1058,"O",2.296,3,0.384,0.214,0.26,0.414,0.256,0.749,0.47,0.649,0.674,0.595,0.465,0.659,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",91,"M","NatVar","6/21/89",1,1049,"F",2.419,2,0.217,0.162,0.177,0.339,0.121,0.656,0.253,0.635,0.577,0.539,0.361,0.415,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",103,"M","NatVar","6/21/89",1,1119,"MC",2.464,1,0.177,0.195,0.206,0.424,0.117,0.557,0.158,0.68,0.619,0.525,0.301,0.531,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",102,"M","NatVar","6/21/89",3,1119,"MC",2.475,1,0.19,0.148,0.177,0.36,0.181,0.586,0.122,0.434,0.552,0.395,0.538,0.716,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",113,"M","NatVar","6/21/89",1,1144,"F",2.287,3,0.23,0.197,0.194,0.337,0.202,0.407,0.157,0.5,0.687,0.443,0.518,0.503,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",105,"M","NatVar","6/21/89",1,1129,"F",2.234,2,0.168,0.2,0.242,0.36,0.094,0.569,0.186,0.422,0.546,0.36,0.43,0.555,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",112,"F","NatVar","6/21/89",1,1142,"M",2.467,3,0.279,0.227,0.292,0.403,0.238,0.744,0.267,0.533,0.461,0.317,0.415,0.505,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",10296,"M","NatVar","6/21/89",NA,NA,NA,2.426,NA,0.243,0.205,0.218,0.354,0.135,0.697,0.214,0.526,0.387,0.321,0.409,0.46,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",269,"M","NatVar","6/21/89",1,1235,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",111,"M","NatVar","6/21/89",1,1142,"M",2.319,1,0.157,0.169,0.231,0.392,0.165,0.688,0.112,0.611,0.387,0.276,0.365,0.528,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",274,"F","NatVar","6/21/89",2,1249,"C",2.494,2,0.423,0.189,0.27,0.423,0.287,0.661,0.295,0.69,0.564,0.493,0.559,0.623,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",263,"M","NatVar","6/21/89",2,1219,"F",2.381,2,0.219,0.191,0.194,0.35,0.129,0.666,0.226,0.663,0.555,0.352,0.482,0.53,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",89,"F","NatVar","6/21/89",3,1153,"O",2.393,2,0.357,0.266,0.234,0.456,0.173,0.741,0.234,0.614,0.57,0.485,0.464,0.667,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",69,"F","NatVar","6/21/89",1,1102,"O",2.609,1,0.402,0.274,0.249,0.391,0.181,0.763,0.451,0.646,0.593,0.499,0.496,0.589,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",90,"M","NatVar","6/21/89",1,1156,"F",2.374,2,0.219,0.175,0.267,0.403,0.18,0.472,0.152,0.654,0.617,0.45,0.645,0.585,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",80,"M","NatVar","6/21/89",2,1132,"R",2.547,2,0.162,0.18,0.177,0.376,0.094,0.749,0.175,0.669,0.684,0.53,0.535,0.557,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",81,"M","NatVar","6/21/89",1,1137,"R",2.425,2,0.225,0.217,0.239,0.374,0.172,0.701,0.231,0.633,0.67,0.413,0.717,0.717,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",73,"F","NatVar","6/21/89",2,1119,"F",2.265,3,0.35,0.201,0.19,0.439,0.28,0.783,0.389,0.73,0.808,0.783,0.774,0.785,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",67,"F","NatVar","6/21/89",2,1055,"O",2.251,2,0.333,0.19,0.23,0.414,0.301,0.271,0.372,0.306,0.666,0.661,0.588,0.739,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",84,"M","NatVar","6/21/89",1,1143,"F",2.247,2,0.229,0.219,0.173,0.321,0.128,0.667,0.026,0.611,0.679,0.582,0.595,0.623,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",66,"F","NatVar","6/21/89",2,1052,"O",2.396,2,0.305,0.196,0.269,0.418,0.289,0.752,0.406,0.774,0.571,0.44,0.694,0.749,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",65,"M","NatVar","6/21/89",2,1050,"F",2.18,3,0.118,0.174,0.102,0.368,0.122,0.728,0.273,0.571,0.685,0.56,0.606,0.564,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",68,"F","NatVar","6/21/89",1,1059,"O",2.154,2,0.442,0.27,0.393,0.364,0.31,0.79,0.772,0.814,0.745,0.729,0.707,0.694,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",88,"M","NatVar","6/21/89",2,1151,"N",2.187,2,0.175,0.163,0.193,0.351,0.084,0.759,0.239,0.598,0.718,0.555,0.465,0.546,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",261,"F","NatVar","6/21/89",1,1203,"F",2.296,3,0.419,0.173,0.179,0.349,0.242,0.735,0.555,0.725,0.783,0.686,0.603,0.62,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",262,"M","NatVar","6/21/89",2,1213,"F",2.092,2,0.178,0.196,0.163,0.324,0.115,0.632,0.163,0.637,0.598,0.412,0.561,0.617,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",71,"F","NatVar","6/21/89",1,1109,"O",2.423,2,0.244,0.248,0.263,0.439,0.26,0.796,0.309,0.671,0.682,0.614,0.672,0.773,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",275,"F","NatVar","6/21/89",3,1252,"O",2.392,3,0.368,0.2,0.197,0.39,0.196,0.661,0.274,0.703,0.772,0.662,0.801,0.818,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",63,"F","NatVar","6/21/89",1,1035,"F",2.38,2,0.453,0.231,0.247,0.443,0.291,0.777,0.359,0.72,0.741,0.624,0.699,0.741,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",61,"M","NatVar","6/21/89",1,1023,"N",2.308,2,0.219,0.169,0.2,0.391,0.116,0.8,0.194,0.569,0.753,0.603,0.568,0.622,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",265,"F","NatVar","6/21/89",1,1221,"M",2.294,2,0.429,0.206,0.207,0.408,0.204,0.888,0.33,0.655,0.713,0.577,0.749,0.809,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",267,"M","NatVar","6/21/89",2,1231,"F",2.287,2,0.195,0.207,0.139,0.348,0.095,0.786,0.199,0.59,0.647,0.46,0.636,0.715,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",276,"M","NatVar","6/21/89",2,1254,"F",2.436,1,0.188,0.157,0.166,0.336,0.069,0.575,0.053,0.397,0.427,0.265,0.297,0.595,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",270,"M","NatVar","6/21/89",1,1238,"F",2.051,2,0.19,0.127,0.103,0.339,0.08,0.648,0.26,0.635,0.653,0.532,0.573,0.674,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",273,"M","NatVar","6/21/89",3,1249,"C",2.359,2,0.211,0.201,0.196,0.445,0.109,0.526,0.276,0.627,0.61,0.356,0.67,0.647,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",272,"M","NatVar","6/21/89",1,1247,"F",2.194,1,0.246,0.187,0.19,0.331,0.124,0.579,0.252,0.5,0.541,0.511,0.451,0.616,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",82,"M","NatVar","6/21/89",2,1139,"F",2.141,3,0.19,0.138,0.16,0.368,0.103,0.791,0.248,0.689,0.672,0.568,0.484,0.56,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",83,"M","NatVar","6/21/89",2,1141,"F",2.099,3,0.195,0.151,0.15,0.31,0.063,0.82,0.283,0.648,0.669,0.572,0.515,0.538,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",277,"M","NatVar","6/21/89",1,1256,"F",2.25,2,0.247,0.146,0.203,0.364,0.133,0.601,0.21,0.565,0.649,0.563,0.392,0.624,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",78,"M","NatVar","6/21/89",2,1132,"F",2.238,1,0.175,0.145,0.174,0.293,0.127,0.628,0.334,0.699,0.548,0.431,0.408,0.584,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",271,"F","NatVar","6/21/89",1,1241,"F",2.36,2,0.298,0.138,0.168,0.41,0.197,0.755,0.249,0.563,0.525,0.451,0.512,0.644,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",264,"M","NatVar","6/21/89",2,1221,"M",2.295,2,0.25,0.185,0.221,0.367,0.155,0.691,0.17,0.591,0.588,0.462,0.489,0.55,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",266,"M","NatVar","6/21/89",2,1227,"F",2.027,3,0.243,0.202,0.149,0.34,0.117,0.759,0.279,0.704,0.682,0.495,0.648,0.673,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",268,"M","NatVar","6/21/89",1,1233,"MC",2.247,2,0.195,0.207,0.174,0.348,0.127,0.644,0.252,0.721,0.484,0.365,0.332,0.511,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",75,"M","NatVar","6/21/89",2,1124,"N",2.238,2,0.107,0.18,0.124,0.336,0.117,0.864,0.214,0.835,0.64,0.39,0.596,0.573,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",76,"M","NatVar","6/21/89",3,1128,"F",2.151,2,0.218,0.156,0.193,0.351,0.102,0.779,0.267,0.728,0.653,0.514,0.572,0.614,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",64,"M","NatVar","6/21/89",2,1040,"F",2.295,2,0.225,0.178,0.211,0.386,0.131,0.784,0.189,0.507,0.659,0.482,0.504,0.62,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",70,"F","NatVar","6/21/89",3,1105,"F",2.417,2,0.36,0.211,0.154,0.419,0.252,0.759,0.41,0.647,0.669,0.577,0.491,0.65,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",72,"F","NatVar","6/21/89",2,1113,"O",2.301,3,0.418,0.151,0.196,0.433,0.225,0.645,0.407,0.595,0.605,0.467,0.511,0.545,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",77,"M","NatVar","6/21/89",2,1130,"F",2.226,3,0.187,0.149,0.123,0.288,0.065,0.608,0.166,0.563,0.669,0.553,0.566,0.548,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",85,"M","NatVar","6/21/89",2,1145,"F",2.122,2,0.154,0.144,0.127,0.35,0.086,0.7,0.248,0.666,0.665,0.451,0.479,0.653,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",79,"M","NatVar","6/21/89",1,1132,"F",2.391,2,0.181,0.13,0.152,0.359,0.187,0.59,0.226,0.731,0.652,0.499,0.555,0.5,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",278,"M","NatVar","6/21/89",1,1300,"F",2.365,1,0.223,0.171,0.175,0.299,0.081,0.75,0.173,0.531,0.468,0.31,0.279,0.493,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",74,"M","NatVar","6/21/89",3,1122,"F",2.547,2,0.278,0.231,0.205,0.404,0.141,0.768,0.17,0.632,0.647,0.342,0.614,0.573,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",86,"M","NatVar","6/21/89",2,1145,"F",2.363,1,0.264,0.199,0.199,0.366,0.141,0.682,0.069,0.666,0.632,0.442,0.527,0.605,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",165,"M","NatVar","6/21/89",2,1200,"F",2.413,2,0.22,0.159,0.245,0.394,0.178,0.765,0.363,0.823,0.649,0.479,0.49,0.498,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",153,"F","NatVar","6/21/89",2,1100,"R",2.625,2,0.301,0.176,0.245,0.442,0.162,0.65,0.284,0.838,0.568,0.42,0.594,0.601,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",154,"F","NatVar","6/21/89",2,1100,"R",2.619,1,0.386,0.189,0.333,0.468,0.228,0.52,0.195,0.587,0.561,0.55,0.547,0.846,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",152,"M","NatVar","6/21/89",2,1100,"F",2.564,1,0.231,0.21,0.25,0.411,0.162,0.256,-0.025,0.434,0.52,0.414,0.408,0.675,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",151,"F","NatVar","6/21/89",2,1100,"F",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",155,"F","NatVar","6/21/89",2,1100,"R",2.494,2,0.266,0.174,0.249,0.432,0.2,0.393,0.082,0.487,0.613,0.54,0.496,0.734,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",166,"M","NatVar","6/21/89",2,1200,"F",2.205,1,0.264,0.154,0.26,0.327,0.142,0.391,0.12,0.491,0.498,0.295,0.39,0.527,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",158,"M","NatVar","6/21/89",3,1200,"F",2.388,3,0.206,0.151,0.162,0.444,0.146,0.591,0.022,0.419,0.442,0.302,0.511,0.569,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",164,"F","NatVar","6/21/89",3,1200,"F",2.289,1,0.317,0.181,0.193,0.395,0.268,0.61,0.46,0.513,0.435,0.409,0.468,0.56,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",157,"F","NatVar","6/21/89",2,1200,"F",2.371,1,0.347,0.178,0.18,0.498,0.216,0.588,0.22,0.452,0.446,0.347,0.413,0.507,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",163,"M","NatVar","6/21/89",1,1200,"F",2.378,2,0.215,0.187,0.124,0.42,0.181,0.45,-0.036,0.497,0.484,0.305,0.391,0.667,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",162,"M","NatVar","6/21/89",1,1200,"F",2.318,1,0.133,0.15,0.139,0.399,0.125,0.389,0.174,0.337,0.246,0.083,0.121,0.165,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",161,"M","NatVar","6/21/89",2,1200,"F",2.432,1,0.167,0.212,0.112,0.281,0.079,0.429,0.216,0.31,0.118,0.02,-0.033,0.159,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",160,"M","NatVar","6/21/89",2,1200,"F",2.42,2,0.159,0.218,0.225,0.392,0.193,0.545,0.088,0.351,0.249,0.125,0.237,0.401,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",159,"M","NatVar","6/21/89",1,1200,"F",2.22,2,0.194,0.234,0.22,0.394,0.157,0.236,0.071,0.262,0.168,-0.02,0.189,0.231,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",156,"M","NatVar","6/21/89",3,1200,"F",2.434,3,0.274,0.132,0.193,0.368,0.2,0.586,0.293,0.478,0.592,0.112,0.265,0.342,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",220,"M","NatVar","6/21/89",1,1247,"MC",2.589,1,0.23,0.176,0.224,0.42,0.124,0.431,0.123,0.345,0.236,0.093,0.245,0.217,"Corfu.NatVar.1989",0,171
